request_id,user_id,date,event_id,source_event_id,event_type,category,description,direction,amount_original,currency,amount_home_currency,status,settled_or_projected,recurrence_source,message_image_evidence,included,reason,at_trough_date
request_02,user_02,2025-09-15,event_136@2025-09-15,event_136,income,salary,Payroll credit,credit,33345000,IDR,33345000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_02,user_02,2025-09-15,event_142@2025-09-15,event_142,expense,entertainment,Cinema and events,debit,1352563.79,IDR,1352563.79,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_02,user_02,2025-09-23,event_168@2025-09-23,event_168,expense,transport,Ride-hailing trip,debit,1440242.94,IDR,1440242.94,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_02,user_02,2025-09-23,event_174@2025-09-23,event_174,expense,transport,Commuter pass,debit,1329347.44,IDR,1329347.44,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_02,user_02,2025-10-04,event_144@2025-10-04,event_144,expense,housing,Home repair reserve,debit,3534000,IDR,3534000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_02,user_02,2025-10-07,event_138@2025-10-07,event_138,expense,utilities,Municipal utilities,debit,2141849.94,IDR,2141849.94,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_02,user_02,2025-10-07,event_168@2025-10-07,event_168,expense,transport,Ride-hailing trip,debit,1440242.94,IDR,1440242.94,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_02,user_02,2025-10-07,event_174@2025-10-07,event_174,expense,transport,Commuter pass,debit,1329347.44,IDR,1329347.44,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_02,user_02,2025-10-08,event_139@2025-10-08,event_139,expense,insurance,Household insurance,debit,1132400,IDR,1132400,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_02,user_02,2025-10-09,event_140@2025-10-09,event_140,expense,education,Course tuition,debit,3040000,IDR,3040000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_02,user_02,2025-10-11,event_141@2025-10-11,event_141,expense,healthcare,Clinic payment,debit,1641668.72,IDR,1641668.72,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_02,user_02,2025-10-13,event_143@2025-10-13,event_143,subscription,cloud_storage,Shared storage plan,debit,369550,IDR,369550,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_02,user_02,2025-10-15,event_136@2025-10-15,event_136,income,salary,Payroll credit,credit,33345000,IDR,33345000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_02,user_02,2025-10-15,event_142@2025-10-15,event_142,expense,entertainment,Cinema and events,debit,1352563.79,IDR,1352563.79,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_02,user_02,2025-10-21,event_168@2025-10-21,event_168,expense,transport,Ride-hailing trip,debit,1440242.94,IDR,1440242.94,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_02,user_02,2025-10-21,event_174@2025-10-21,event_174,expense,transport,Commuter pass,debit,1329347.44,IDR,1329347.44,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-09-04,event_212@2019-09-04,event_212,expense,rent,Landlord standing order,debit,1140000,IDR,1140000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-09-07,event_254,,expense,healthcare,Pending pharmacy card charge,debit,95000,IDR,95000,pending,explicit,structured,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-09-08,event_213@2019-09-08,event_213,expense,utilities,Water and power payment,debit,303042.45,IDR,303042.45,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-09-08,event_219@2019-09-08,event_219,expense,groceries,Bulk pantry shop,debit,234390.87,IDR,234390.87,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-09-11,event_215@2019-09-11,event_215,subscription,streaming,Video streaming plan,debit,117800,IDR,117800,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-09-14,event_214@2019-09-14,event_214,subscription,cloud_storage,Shared storage plan,debit,20900,IDR,20900,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,yes
request_03,user_03,2019-09-14,event_216@2019-09-14,event_216,expense,shopping,Clothing and household items,debit,180395.29,IDR,180395.29,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,yes
request_03,user_03,2019-09-15,event_210@2019-09-15,event_210,income,salary,Payroll credit,credit,4365000,IDR,4365000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-09-18,event_219@2019-09-18,event_219,expense,groceries,Bulk pantry shop,debit,234390.87,IDR,234390.87,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-09-19,event_233@2019-09-19,event_233,expense,groceries,Local market purchase,debit,240706.45,IDR,240706.45,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-09-28,event_219@2019-09-28,event_219,expense,groceries,Bulk pantry shop,debit,234390.87,IDR,234390.87,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-10-04,event_212@2019-10-04,event_212,expense,rent,Landlord standing order,debit,1140000,IDR,1140000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-10-08,event_213@2019-10-08,event_213,expense,utilities,Water and power payment,debit,303042.45,IDR,303042.45,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-10-08,event_219@2019-10-08,event_219,expense,groceries,Bulk pantry shop,debit,234390.87,IDR,234390.87,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-10-11,event_215@2019-10-11,event_215,subscription,streaming,Video streaming plan,debit,117800,IDR,117800,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-10-14,event_214@2019-10-14,event_214,subscription,cloud_storage,Shared storage plan,debit,20900,IDR,20900,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-10-14,event_216@2019-10-14,event_216,expense,shopping,Clothing and household items,debit,180395.29,IDR,180395.29,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-10-15,event_210@2019-10-15,event_210,income,salary,Payroll credit,credit,4365000,IDR,4365000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-10-18,event_219@2019-10-18,event_219,expense,groceries,Bulk pantry shop,debit,234390.87,IDR,234390.87,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-10-19,event_233@2019-10-19,event_233,expense,groceries,Local market purchase,debit,240706.45,IDR,240706.45,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-10-28,event_219@2019-10-28,event_219,expense,groceries,Bulk pantry shop,debit,234390.87,IDR,234390.87,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-11-04,event_212@2019-11-04,event_212,expense,rent,Landlord standing order,debit,1140000,IDR,1140000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-11-07,event_219@2019-11-07,event_219,expense,groceries,Bulk pantry shop,debit,234390.87,IDR,234390.87,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-11-08,event_213@2019-11-08,event_213,expense,utilities,Water and power payment,debit,303042.45,IDR,303042.45,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-11-11,event_215@2019-11-11,event_215,subscription,streaming,Video streaming plan,debit,117800,IDR,117800,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-11-14,event_214@2019-11-14,event_214,subscription,cloud_storage,Shared storage plan,debit,20900,IDR,20900,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-11-14,event_216@2019-11-14,event_216,expense,shopping,Clothing and household items,debit,180395.29,IDR,180395.29,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-11-15,event_210@2019-11-15,event_210,income,salary,Payroll credit,credit,4365000,IDR,4365000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-11-17,event_219@2019-11-17,event_219,expense,groceries,Bulk pantry shop,debit,234390.87,IDR,234390.87,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-11-19,event_233@2019-11-19,event_233,expense,groceries,Local market purchase,debit,240706.45,IDR,240706.45,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_03,user_03,2019-11-27,event_219@2019-11-27,event_219,expense,groceries,Bulk pantry shop,debit,234390.87,IDR,234390.87,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-06-05,event_286@2024-06-05,event_286,expense,utilities,Municipal utilities,debit,2033868.83,IDR,2033868.83,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-06-09,event_289@2024-06-09,event_289,subscription,gym,Gym membership,debit,1027900,IDR,1027900,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-06-09,event_341@2024-06-09,event_341,expense,transport,Ride-hailing trip,debit,1030376.9,IDR,1030376.9,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-06-10,event_287@2024-06-10,event_287,subscription,music_subscription,Music service subscription,debit,332500,IDR,332500,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-06-11,event_357,,expense,education,Scheduled school fee,debit,1704300,IDR,1704300,scheduled,explicit,structured,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-06-12,event_288@2024-06-12,event_288,subscription,delivery_membership,Food delivery membership,debit,377150,IDR,377150,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-06-13,event_290@2024-06-13,event_290,expense,entertainment,Local event tickets,debit,1542620,IDR,1542620,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,yes
request_04,user_04,2024-06-13,event_355@2024-06-13,event_355,expense,dining,Bakery and snacks,debit,1886856.1,IDR,1886856.1,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,yes
request_04,user_04,2024-06-15,event_284@2024-06-15,event_284,income,salary,Payroll credit,credit,38190000,IDR,38190000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-06-16,event_341@2024-06-16,event_341,expense,transport,Ride-hailing trip,debit,1030376.9,IDR,1030376.9,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-06-23,event_341@2024-06-23,event_341,expense,transport,Ride-hailing trip,debit,1030376.9,IDR,1030376.9,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-06-26,event_342@2024-06-26,event_342,expense,transport,Parking and tolls,debit,889762.96,IDR,889762.96,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-06-29,event_316@2024-06-29,event_316,expense,groceries,Local market purchase,debit,1809752.54,IDR,1809752.54,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-06-30,event_341@2024-06-30,event_341,expense,transport,Ride-hailing trip,debit,1030376.9,IDR,1030376.9,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-07-01,event_291@2024-07-01,event_291,expense,rent,Residential rent payment,debit,12293000,IDR,12293000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-07-05,event_286@2024-07-05,event_286,expense,utilities,Municipal utilities,debit,2033868.83,IDR,2033868.83,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-07-07,event_341@2024-07-07,event_341,expense,transport,Ride-hailing trip,debit,1030376.9,IDR,1030376.9,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-07-09,event_289@2024-07-09,event_289,subscription,gym,Gym membership,debit,1027900,IDR,1027900,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-07-10,event_287@2024-07-10,event_287,subscription,music_subscription,Music service subscription,debit,332500,IDR,332500,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-07-12,event_288@2024-07-12,event_288,subscription,delivery_membership,Food delivery membership,debit,377150,IDR,377150,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-07-13,event_290@2024-07-13,event_290,expense,entertainment,Local event tickets,debit,1542620,IDR,1542620,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-07-13,event_355@2024-07-13,event_355,expense,dining,Bakery and snacks,debit,1886856.1,IDR,1886856.1,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-07-14,event_341@2024-07-14,event_341,expense,transport,Ride-hailing trip,debit,1030376.9,IDR,1030376.9,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-07-15,event_284@2024-07-15,event_284,income,salary,Payroll credit,credit,38190000,IDR,38190000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-07-21,event_341@2024-07-21,event_341,expense,transport,Ride-hailing trip,debit,1030376.9,IDR,1030376.9,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-07-27,event_342@2024-07-27,event_342,expense,transport,Parking and tolls,debit,889762.96,IDR,889762.96,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-07-28,event_341@2024-07-28,event_341,expense,transport,Ride-hailing trip,debit,1030376.9,IDR,1030376.9,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-08-01,event_291@2024-08-01,event_291,expense,rent,Residential rent payment,debit,12293000,IDR,12293000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-08-03,event_316@2024-08-03,event_316,expense,groceries,Local market purchase,debit,1809752.54,IDR,1809752.54,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-08-04,event_341@2024-08-04,event_341,expense,transport,Ride-hailing trip,debit,1030376.9,IDR,1030376.9,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-08-05,event_286@2024-08-05,event_286,expense,utilities,Municipal utilities,debit,2033868.83,IDR,2033868.83,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-08-09,event_289@2024-08-09,event_289,subscription,gym,Gym membership,debit,1027900,IDR,1027900,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-08-10,event_287@2024-08-10,event_287,subscription,music_subscription,Music service subscription,debit,332500,IDR,332500,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-08-11,event_341@2024-08-11,event_341,expense,transport,Ride-hailing trip,debit,1030376.9,IDR,1030376.9,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-08-12,event_288@2024-08-12,event_288,subscription,delivery_membership,Food delivery membership,debit,377150,IDR,377150,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-08-13,event_290@2024-08-13,event_290,expense,entertainment,Local event tickets,debit,1542620,IDR,1542620,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-08-13,event_355@2024-08-13,event_355,expense,dining,Bakery and snacks,debit,1886856.1,IDR,1886856.1,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-08-15,event_284@2024-08-15,event_284,income,salary,Payroll credit,credit,38190000,IDR,38190000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-08-18,event_341@2024-08-18,event_341,expense,transport,Ride-hailing trip,debit,1030376.9,IDR,1030376.9,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-08-25,event_341@2024-08-25,event_341,expense,transport,Ride-hailing trip,debit,1030376.9,IDR,1030376.9,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-08-27,event_342@2024-08-27,event_342,expense,transport,Parking and tolls,debit,889762.96,IDR,889762.96,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-09-01,event_291@2024-09-01,event_291,expense,rent,Residential rent payment,debit,12293000,IDR,12293000,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_04,user_04,2024-09-01,event_341@2024-09-01,event_341,expense,transport,Ride-hailing trip,debit,1030376.9,IDR,1030376.9,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2025-11-06,event_392@2025-11-06,event_392,expense,utilities,Municipal utilities,debit,750.89,ZAR,750.89,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2025-11-10,event_394@2025-11-10,event_394,expense,healthcare,Therapy appointment,debit,722.37,ZAR,722.37,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2025-11-11,event_393@2025-11-11,event_393,debt_payment,debt_repayment,Vehicle loan payment,debit,968,ZAR,968,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2025-11-12,event_396@2025-11-12,event_396,subscription,cloud_storage,Cloud storage plan,debit,113.3,ZAR,113.3,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2025-11-12,event_397@2025-11-12,event_397,expense,shopping,Personal shopping,debit,422.67,ZAR,422.67,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2025-11-13,event_395@2025-11-13,event_395,expense,family_support,Dependent care payment,debit,840.4,ZAR,840.4,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2025-12-02,event_398@2025-12-02,event_398,expense,rent,Apartment rent transfer,debit,4972,ZAR,4972,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2025-12-06,event_392@2025-12-06,event_392,expense,utilities,Municipal utilities,debit,750.89,ZAR,750.89,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2025-12-10,event_394@2025-12-10,event_394,expense,healthcare,Therapy appointment,debit,722.37,ZAR,722.37,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2025-12-11,event_393@2025-12-11,event_393,debt_payment,debt_repayment,Vehicle loan payment,debit,968,ZAR,968,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2025-12-12,event_396@2025-12-12,event_396,subscription,cloud_storage,Cloud storage plan,debit,113.3,ZAR,113.3,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2025-12-12,event_397@2025-12-12,event_397,expense,shopping,Personal shopping,debit,422.67,ZAR,422.67,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2025-12-13,event_395@2025-12-13,event_395,expense,family_support,Dependent care payment,debit,840.4,ZAR,840.4,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2026-01-02,event_398@2026-01-02,event_398,expense,rent,Apartment rent transfer,debit,4972,ZAR,4972,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2026-01-06,event_392@2026-01-06,event_392,expense,utilities,Municipal utilities,debit,750.89,ZAR,750.89,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2026-01-10,event_394@2026-01-10,event_394,expense,healthcare,Therapy appointment,debit,722.37,ZAR,722.37,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2026-01-11,event_393@2026-01-11,event_393,debt_payment,debt_repayment,Vehicle loan payment,debit,968,ZAR,968,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2026-01-12,event_396@2026-01-12,event_396,subscription,cloud_storage,Cloud storage plan,debit,113.3,ZAR,113.3,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2026-01-12,event_397@2026-01-12,event_397,expense,shopping,Personal shopping,debit,422.67,ZAR,422.67,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2026-01-13,event_395@2026-01-13,event_395,expense,family_support,Dependent care payment,debit,840.4,ZAR,840.4,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_05,user_05,2026-02-02,event_398@2026-02-02,event_398,expense,rent,Apartment rent transfer,debit,4972,ZAR,4972,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,yes
request_06,user_06,2026-01-03,event_472@2026-01-03,event_472,expense,rent,Monthly rent,debit,254.1,EUR,254.1,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_06,user_06,2026-01-07,event_473@2026-01-07,event_473,expense,utilities,Water and power payment,debit,58.98,EUR,58.98,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_06,user_06,2026-01-07,event_489@2026-01-07,event_489,expense,groceries,Fresh food shop,debit,51.55,EUR,51.55,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_06,user_06,2026-01-08,event_474@2026-01-08,event_474,expense,insurance,Vehicle insurance premium,debit,26,EUR,26,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_06,user_06,2026-01-10,event_476@2026-01-10,event_476,subscription,streaming,Family streaming plan,debit,19,EUR,19,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_06,user_06,2026-01-11,event_552@2026-01-11,event_552,expense,dining,Neighbourhood restaurant,debit,57.57,EUR,57.57,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,no
request_06,user_06,2026-01-13,event_475@2026-01-13,event_475,subscription,cloud_storage,Shared storage plan,debit,5,EUR,5,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,yes
request_06,user_06,2026-01-13,event_477@2026-01-13,event_477,expense,shopping,Household shopping,debit,39.88,EUR,39.88,scheduled,projected,recurrence:max_last_3,,included,explicit or projected cash event in forecast,yes
